Territory,Gender,Age,Scholarity,Year,N_of_people
Toscana,female,>15,diploma 2-3 years (professional qualification),2019,84.594
Toscana,female,>15,diploma 2-3 years (professional qualification),2020,78.432
Toscana,female,>15,diploma 4-5 years (maturity),2011,455.801
Toscana,female,>15,diploma 4-5 years (maturity),2012,465.659
Toscana,female,>15,diploma 4-5 years (maturity),2013,490.818
Toscana,female,>15,diploma 4-5 years (maturity),2014,510.71
Toscana,female,>15,diploma 4-5 years (maturity),2015,508.319
Toscana,female,>15,diploma 4-5 years (maturity),2016,519.633
Toscana,female,>15,diploma 4-5 years (maturity),2017,529.333
Toscana,female,>15,diploma 4-5 years (maturity),2018,517.479
Toscana,female,>15,diploma 4-5 years (maturity),2019,524.071
Toscana,female,>15,diploma 4-5 years (maturity),2020,524.827
Toscana,female,>15,undergraduate and postgraduate,2011,212.595
Toscana,female,>15,undergraduate and postgraduate,2012,228.977
Toscana,female,>15,undergraduate and postgraduate,2013,233.228
Toscana,female,>15,undergraduate and postgraduate,2014,230.768
Toscana,female,>15,undergraduate and postgraduate,2015,250.412
Toscana,female,>15,undergraduate and postgraduate,2016,267.863
Toscana,female,>15,undergraduate and postgraduate,2017,284.101
Toscana,female,>15,undergraduate and postgraduate,2018,292.116
Toscana,female,>15,undergraduate and postgraduate,2019,288.09
Toscana,female,>15,undergraduate and postgraduate,2020,292.643
Umbria,male,>15,"elementary school certificate, no educational qualifications",2011,66.037
Umbria,male,>15,"elementary school certificate, no educational qualifications",2012,58.745
Umbria,male,>15,"elementary school certificate, no educational qualifications",2013,58.384
Umbria,male,>15,"elementary school certificate, no educational qualifications",2014,57.791
Umbria,male,>15,"elementary school certificate, no educational qualifications",2015,54.809
Umbria,male,>15,"elementary school certificate, no educational qualifications",2016,52.537
Umbria,male,>15,"elementary school certificate, no educational qualifications",2017,49.005
Umbria,male,>15,"elementary school certificate, no educational qualifications",2018,47.605
Umbria,male,>15,"elementary school certificate, no educational qualifications",2019,43.207
Umbria,male,>15,"elementary school certificate, no educational qualifications",2020,41.42
Umbria,male,>15,middle school certificate,2011,104.028
Umbria,male,>15,middle school certificate,2012,107.352
Umbria,male,>15,middle school certificate,2013,110.828
Umbria,male,>15,middle school certificate,2014,112.057
Umbria,male,>15,middle school certificate,2015,110.372
Umbria,male,>15,middle school certificate,2016,110.025
Umbria,male,>15,middle school certificate,2017,111.803
Umbria,male,>15,middle school certificate,2018,111.248
Umbria,male,>15,middle school certificate,2019,112.812
Umbria,male,>15,middle school certificate,2020,110.017
Umbria,male,>15,diploma 2-3 years (professional qualification),2011,29.318
Umbria,male,>15,diploma 2-3 years (professional qualification),2012,28.081
Umbria,male,>15,diploma 2-3 years (professional qualification),2013,26.247
Umbria,male,>15,diploma 2-3 years (professional qualification),2014,23.808
Umbria,male,>15,diploma 2-3 years (professional qualification),2015,25.447
Umbria,male,>15,diploma 2-3 years (professional qualification),2016,24.214
Umbria,male,>15,diploma 2-3 years (professional qualification),2017,22.415
Umbria,male,>15,diploma 2-3 years (professional qualification),2018,23.664
Umbria,male,>15,diploma 2-3 years (professional qualification),2019,23.322
Umbria,male,>15,diploma 2-3 years (professional qualification),2020,23.412
Umbria,male,>15,diploma 4-5 years (maturity),2011,126.032
Umbria,male,>15,diploma 4-5 years (maturity),2012,126.966
Umbria,male,>15,diploma 4-5 years (maturity),2013,123.858
Umbria,male,>15,diploma 4-5 years (maturity),2014,128.33
Umbria,male,>15,diploma 4-5 years (maturity),2015,129.574
Umbria,male,>15,diploma 4-5 years (maturity),2016,130.053
Umbria,male,>15,diploma 4-5 years (maturity),2017,133.984
Umbria,male,>15,diploma 4-5 years (maturity),2018,130.641
Umbria,male,>15,diploma 4-5 years (maturity),2019,133.239
Umbria,male,>15,diploma 4-5 years (maturity),2020,137.042
Umbria,male,>15,undergraduate and postgraduate,2011,39.194
Umbria,male,>15,undergraduate and postgraduate,2012,44.298
Umbria,male,>15,undergraduate and postgraduate,2013,47.496
Umbria,male,>15,undergraduate and postgraduate,2014,45.451
Umbria,male,>15,undergraduate and postgraduate,2015,46.905
Umbria,male,>15,undergraduate and postgraduate,2016,49.534
Umbria,male,>15,undergraduate and postgraduate,2017,49.016
Umbria,male,>15,undergraduate and postgraduate,2018,52.226
Umbria,male,>15,undergraduate and postgraduate,2019,52.54
Umbria,male,>15,undergraduate and postgraduate,2020,53.696
Umbria,female,>15,"elementary school certificate, no educational qualifications",2011,111.89
Umbria,female,>15,"elementary school certificate, no educational qualifications",2012,108.751
Umbria,female,>15,"elementary school certificate, no educational qualifications",2013,104.346
Umbria,female,>15,"elementary school certificate, no educational qualifications",2014,102.389
Umbria,female,>15,"elementary school certificate, no educational qualifications",2015,100.826
Umbria,female,>15,"elementary school certificate, no educational qualifications",2016,94.518
Umbria,female,>15,"elementary school certificate, no educational qualifications",2017,91.245
Umbria,female,>15,"elementary school certificate, no educational qualifications",2018,85.785
Umbria,female,>15,"elementary school certificate, no educational qualifications",2019,80.509
Umbria,female,>15,"elementary school certificate, no educational qualifications",2020,78.746
Umbria,female,>15,middle school certificate,2011,91.898
Umbria,female,>15,middle school certificate,2012,93.485
Umbria,female,>15,middle school certificate,2013,96.922
Umbria,female,>15,middle school certificate,2014,96.152
Umbria,female,>15,middle school certificate,2015,96.979
Umbria,female,>15,middle school certificate,2016,98.497
Umbria,female,>15,middle school certificate,2017,101.752
Umbria,female,>15,middle school certificate,2018,100.541
Umbria,female,>15,middle school certificate,2019,95.237
Umbria,female,>15,middle school certificate,2020,95.53
Umbria,female,>15,diploma 2-3 years (professional qualification),2011,20.06
Umbria,female,>15,diploma 2-3 years (professional qualification),2012,17.159
Umbria,female,>15,diploma 2-3 years (professional qualification),2013,18.219
Umbria,female,>15,diploma 2-3 years (professional qualification),2014,16.489
Umbria,female,>15,diploma 2-3 years (professional qualification),2015,16.527
Umbria,female,>15,diploma 2-3 years (professional qualification),2016,16.031
Umbria,female,>15,diploma 2-3 years (professional qualification),2017,14.837
Umbria,female,>15,diploma 2-3 years (professional qualification),2018,16.56
Umbria,female,>15,diploma 2-3 years (professional qualification),2019,16.827
Umbria,female,>15,diploma 2-3 years (professional qualification),2020,16.731
Umbria,female,>15,diploma 4-5 years (maturity),2011,123.825
Umbria,female,>15,diploma 4-5 years (maturity),2012,123.586
Umbria,female,>15,diploma 4-5 years (maturity),2013,120.638
Umbria,female,>15,diploma 4-5 years (maturity),2014,123.874
Umbria,female,>15,diploma 4-5 years (maturity),2015,128.999
Umbria,female,>15,diploma 4-5 years (maturity),2016,132.005
Umbria,female,>15,diploma 4-5 years (maturity),2017,128.546
Umbria,female,>15,diploma 4-5 years (maturity),2018,132.618
Umbria,female,>15,diploma 4-5 years (maturity),2019,133.335
Umbria,female,>15,diploma 4-5 years (maturity),2020,131.21
Umbria,female,>15,undergraduate and postgraduate,2011,56.431
Umbria,female,>15,undergraduate and postgraduate,2012,62.123
Umbria,female,>15,undergraduate and postgraduate,2013,65.893
Umbria,female,>15,undergraduate and postgraduate,2014,67.496
Umbria,female,>15,undergraduate and postgraduate,2015,62.592
Umbria,female,>15,undergraduate and postgraduate,2016,63.795
Umbria,female,>15,undergraduate and postgraduate,2017,67.37
Umbria,female,>15,undergraduate and postgraduate,2018,66.348
Umbria,female,>15,undergraduate and postgraduate,2019,74.816
Umbria,female,>15,undergraduate and postgraduate,2020,77.8
Marche,male,>15,"elementary school certificate, no educational qualifications",2011,127.324
Marche,male,>15,"elementary school certificate, no educational qualifications",2012,114.187
Marche,male,>15,"elementary school certificate, no educational qualifications",2013,110.443
Marche,male,>15,"elementary school certificate, no educational qualifications",2014,106.421
Marche,male,>15,"elementary school certificate, no educational qualifications",2015,100.802
Marche,male,>15,"elementary school certificate, no educational qualifications",2016,93.172
Marche,male,>15,"elementary school certificate, no educational qualifications",2017,90.044
Marche,male,>15,"elementary school certificate, no educational qualifications",2018,88.249
Marche,male,>15,"elementary school certificate, no educational qualifications",2019,86.868
Marche,male,>15,"elementary school certificate, no educational qualifications",2020,84.803
Marche,male,>15,middle school certificate,2011,213.072
Marche,male,>15,middle school certificate,2012,219.567
Marche,male,>15,middle school certificate,2013,216.46
Marche,male,>15,middle school certificate,2014,213.039
Marche,male,>15,middle school certificate,2015,210.948
Marche,male,>15,middle school certificate,2016,215.394
Marche,male,>15,middle school certificate,2017,217.673
Marche,male,>15,middle school certificate,2018,220.418
Marche,male,>15,middle school certificate,2019,217.789
Marche,male,>15,middle school certificate,2020,215.267
Marche,male,>15,diploma 2-3 years (professional qualification),2011,33.443
Marche,male,>15,diploma 2-3 years (professional qualification),2012,36.359
Marche,male,>15,diploma 2-3 years (professional qualification),2013,38.628
Marche,male,>15,diploma 2-3 years (professional qualification),2014,38.343
Marche,male,>15,diploma 2-3 years (professional qualification),2015,35.608
Marche,male,>15,diploma 2-3 years (professional qualification),2016,42.055
Marche,male,>15,diploma 2-3 years (professional qualification),2017,40.685
Marche,male,>15,diploma 2-3 years (professional qualification),2018,33.213
Marche,male,>15,diploma 2-3 years (professional qualification),2019,37.858
Marche,male,>15,diploma 2-3 years (professional qualification),2020,36.866
Marche,male,>15,diploma 4-5 years (maturity),2011,197.407
Marche,male,>15,diploma 4-5 years (maturity),2012,197.077
Marche,male,>15,diploma 4-5 years (maturity),2013,200.409
Marche,male,>15,diploma 4-5 years (maturity),2014,209.523
Marche,male,>15,diploma 4-5 years (maturity),2015,220.209
Marche,male,>15,diploma 4-5 years (maturity),2016,210.767
Marche,male,>15,diploma 4-5 years (maturity),2017,205.794
Marche,male,>15,diploma 4-5 years (maturity),2018,212.501
Marche,male,>15,diploma 4-5 years (maturity),2019,203.486
Marche,male,>15,diploma 4-5 years (maturity),2020,210.418
Marche,male,>15,undergraduate and postgraduate,2011,69.591
Marche,male,>15,undergraduate and postgraduate,2012,74.169
Marche,male,>15,undergraduate and postgraduate,2013,76.938
Marche,male,>15,undergraduate and postgraduate,2014,75.609
Marche,male,>15,undergraduate and postgraduate,2015,74.46
Marche,male,>15,undergraduate and postgraduate,2016,79.403
Marche,male,>15,undergraduate and postgraduate,2017,85.38
Marche,male,>15,undergraduate and postgraduate,2018,83.797
Marche,male,>15,undergraduate and postgraduate,2019,90.993
Marche,male,>15,undergraduate and postgraduate,2020,88.807
Marche,female,>15,"elementary school certificate, no educational qualifications",2011,206.153
Marche,female,>15,"elementary school certificate, no educational qualifications",2012,196.61
Marche,female,>15,"elementary school certificate, no educational qualifications",2013,181.735
Marche,female,>15,"elementary school certificate, no educational qualifications",2014,181.654
Marche,female,>15,"elementary school certificate, no educational qualifications",2015,174.027
Marche,female,>15,"elementary school certificate, no educational qualifications",2016,163.913
Marche,female,>15,"elementary school certificate, no educational qualifications",2017,154.833
Marche,female,>15,"elementary school certificate, no educational qualifications",2018,149.039
Marche,female,>15,"elementary school certificate, no educational qualifications",2019,144.464
Marche,female,>15,"elementary school certificate, no educational qualifications",2020,145.433
Marche,female,>15,middle school certificate,2011,176.755
Marche,female,>15,middle school certificate,2012,174.115
Marche,female,>15,middle school certificate,2013,182.514
Marche,female,>15,middle school certificate,2014,178.57
Marche,female,>15,middle school certificate,2015,175.563
Marche,female,>15,middle school certificate,2016,182.137
Marche,female,>15,middle school certificate,2017,178.875
Marche,female,>15,middle school certificate,2018,181.318
Marche,female,>15,middle school certificate,2019,178.736
Marche,female,>15,middle school certificate,2020,176.557
Marche,female,>15,diploma 2-3 years (professional qualification),2011,26.44
Marche,female,>15,diploma 2-3 years (professional qualification),2012,33.588
Marche,female,>15,diploma 2-3 years (professional qualification),2013,34.223
Marche,female,>15,diploma 2-3 years (professional qualification),2014,34.986
Marche,female,>15,diploma 2-3 years (professional qualification),2015,37.775
Marche,female,>15,diploma 2-3 years (professional qualification),2016,35.518
Marche,female,>15,diploma 2-3 years (professional qualification),2017,33.785
Marche,female,>15,diploma 2-3 years (professional qualification),2018,29.062
